id,time,divorced,hiseduc,hereduc,heblack,sheblack,hisage,agediff
153,3,0,12,12,0,0,20.75,-0.25200000405311584
160,3,0,12,16,0,0,28.67099952697754,0.5830000042915344
162,3,0,12,16,0,0,28.08799934387207,0.5830000042915344
164,2,0,12,12,0,0,26.250999450683594,1.3279999494552612
165,2,1,13,10,0,0,17.253999710083008,2.250999927520752
166,4,0,8,13,0,0,18.54599952697754,-3.9619998931884766
170,4,0,12,12,0,0,20.003000259399414,0.08500000089406967
183,1,1,11,12,0,0,20.579999923706055,6.834000110626221
194,1,0,3,3,0,0,23.499000549316406,5.684000015258789
196,4,0,11,11,0,0,21.916000366210938,3.4110000133514404
199,4,0,11,11,0,0,18.5049991607666,3.4110000133514404
212,2,0,12,9,0,0,25.086999893188477,3.8329999446868896
214,1,0,12,12,0,0,20.49799919128418,2.3519999980926514
219,3,0,12,12,0,0,20.68199920654297,0.6899999976158142
221,2,1,4,4,0,0,22.5,2.3519999980926514
223,4,0,10,8,0,0,18.5,1.9600000381469727
226,1,0,12,10,0,0,22.250999450683594,8.331000328063965
228,1,0,7,12,0,0,30.582000732421875,9.331000328063965
230,2,0,10,10,1,1,15.49899959564209,2.3519999980926514
232,1,1,11,11,1,1,22.5,2.3519999980926514
234,3,0,13,13,0,0,21.5,2.3519999980926514
237,1,0,12,12,1,1,29.339000701904297,2.3519999980926514
245,4,0,12,12,0,0,18.75200080871582,0.8299999833106995
254,4,1,12,12,0,0,23.750999450683594,4.585999965667725
258,2,1,12,11,0,0,18.003999710083008,3.5810000896453857
264,2,1,10,10,0,0,21.0049991607666,2.3519999980926514
268,2,1,16,16,0,0,25.66200065612793,2.3519999980926514
271,4,0,11,12,0,0,30.000999450683594,5.502999782562256
275,4,0,17,13,0,0,21.506000518798828,2.746000051498413
280,1,1,14,12,0,0,20.27400016784668,3.874000072479248
287,1,1,10,10,0,0,29.5,2.3519999980926514
289,1,0,6,6,0,0,18.5,2.3519999980926514
293,3,1,12,12,0,0,18.584999084472656,2.3519999980926514
295,1,0,9,8,0,0,72.75299835205078,3.828000068664551
298,6,0,16,12,0,0,25.91900062561035,-1.5820000171661377
300,4,0,16,17,0,0,22.66699981689453,0.8299999833106995
302,8,1,12,12,0,0,21.415000915527344,0.7990000247955322
305,7,0,14,12,0,0,18.68899917602539,2.8529999256134033
310,1,0,10,15,0,0,25.648000717163086,1.7489999532699585
312,3,0,12,8,0,0,26.420000076293945,2.753999948501587
315,4,1,12,12,0,0,17.915000915527344,2.3519999980926514
320,6,1,13,13,0,0,21.336000442504883,2.3519999980926514
325,3,0,12,12,0,0,22.086000442504883,1.9140000343322754
329,4,0,12,12,0,0,23.000999450683594,0.9169999957084656
331,5,0,16,16,0,0,26.334999084472656,0.5040000081062317
333,4,1,12,12,0,0,22.57900047302246,2.3519999980926514
336,2,0,12,12,0,0,17.577999114990234,-0.746999979019165
339,3,1,10,10,0,0,15.416999816894531,2.3519999980926514
341,2,1,13,13,0,0,19.83300018310547,2.3519999980926514
342,3,0,14,12,0,0,25.67300033569336,6.505000114440918
344,1,1,14,14,0,0,20.375,2.3519999980926514
346,3,1,8,8,0,0,21.33300018310547,2.3519999980926514
350,3,0,16,10,0,0,20.170000076293945,3.5810000896453857
351,3,0,16,13,0,0,23.750999450683594,3.5810000896453857
353,3,0,19,19,0,0,30.334999084472656,2.3519999980926514
357,4,0,17,16,0,0,28.500999450683594,3.499000072479248
362,1,0,6,6,0,0,19.499000549316406,2.3519999980926514
364,1,0,11,11,1,1,29.5,-9.163999557495117
370,2,0,7,9,0,0,15.496000289916992,7.138000011444092
372,1,0,10,10,0,0,20.49799919128418,2.3519999980926514
375,1,0,10,10,0,0,20.49799919128418,2.3519999980926514
377,3,1,9,9,0,0,21.96299934387207,2.3519999980926514
385,3,0,12,12,0,0,23.000999450683594,0.5860000252723694
390,1,0,5,5,0,0,28.49799919128418,2.3519999980926514
392,4,0,12,11,0,0,17.336000442504883,1.6649999618530273
394,1,0,8,8,0,0,20.49799919128418,2.3519999980926514
398,4,0,12,12,0,0,29.253999710083008,-3.75600004196167
399,5,0,12,12,0,0,21.16900062561035,2.4179999828338623
405,2,0,17,17,0,0,25.746999740600586,3.750999927520752
408,1,0,8,11,0,0,32.44900131225586,1.0130000114440918
410,2,0,8,12,0,0,33.5,-2.765000104904175
418,1,1,8,13,0,0,22.5049991607666,2.5299999713897705
425,2,0,9,9,0,0,27.499000549316406,2.3519999980926514
427,2,0,8,12,0,0,25.5,2.0999999046325684
428,2,0,14,12,0,0,18.836000442504883,0.4129999876022339
431,2,1,8,8,0,0,16.459999084472656,2.3519999980926514
434,3,0,12,12,0,0,21.172000885009766,2.1080000400543213
437,1,1,11,11,0,0,23.083999633789063,2.3519999980926514
439,3,0,16,17,0,0,22.663999557495117,3.0769999027252197
445,1,1,12,12,0,0,21.67300033569336,2.384999990463257
447,1,0,10,8,0,0,23.499000549316406,2.746000051498413
449,1,0,8,8,0,0,18.5,2.3519999980926514
451,5,0,16,12,0,0,24.33099937438965,5.169000148773193
454,5,0,16,12,0,0,19.16200065612793,5.169000148773193
457,5,0,12,12,0,0,23.499000549316406,1.9989999532699585
462,4,1,12,12,0,0,22.33300018310547,1.2510000467300415
468,3,0,12,12,0,0,19.83300018310547,2.3519999980926514
470,1,0,10,10,0,0,18.496999740600586,2.3519999980926514
475,1,1,14,14,0,0,24.832000732421875,2.3519999980926514
477,2,0,12,12,0,0,24.49799919128418,2.3519999980926514
479,2,1,16,16,0,0,25.37700080871582,2.3519999980926514
485,1,0,8,8,0,0,19.499000549316406,2.3519999980926514
493,1,0,10,10,0,0,27.499000549316406,-4.752999782562256
496,2,1,12,12,1,1,27.756000518798828,-0.6679999828338623
502,4,0,16,16,1,1,22.99799919128418,0.4189999997615814
504,1,0,11,7,0,0,21.5,7.000999927520752
508,2,1,12,9,0,0,20,7.414000034332275
510,3,1,15,15,0,0,19.666000366210938,-6.084000110626221
512,2,0,12,14,0,0,22.496999740600586,2.0309998989105225
513,2,0,12,14,0,0,26.724000930786133,-1.031999945640564
520,1,0,12,11,0,0,26.93199920654297,9.168999671936035
528,1,0,11,12,0,0,19.086000442504883,-2.8340001106262207
530,1,0,12,10,0,0,19.750999450683594,7.083000183105469
537,2,0,12,8,0,0,15.506999969482422,3.1679999828338623
551,1,0,12,13,0,0,23.89900016784668,-1.9989999532699585
553,5,0,7,7,0,0,32.16400146484375,2.3519999980926514
559,3,0,12,15,0,0,32.49800109863281,9.74899959564209
561,3,1,8,8,0,0,20.711999893188477,2.3519999980926514
566,1,0,14,16,0,0,27.566999435424805,13.33899974822998
576,1,0,15,15,1,1,19.496000289916992,2.3519999980926514
579,1,0,14,14,1,1,18.493999481201172,2.3519999980926514
581,3,0,16,13,0,0,21.00200080871582,2.3350000381469727
584,2,0,14,14,0,0,18.816999435424805,5.310999870300293
590,5,0,12,12,0,0,18.003999710083008,0.17000000178813934
592,5,1,16,17,0,0,23.499000549316406,1.0019999742507935
600,5,0,14,12,0,0,17.833999633789063,0.17000000178813934
602,2,0,8,8,0,0,24.16699981689453,2.3519999980926514
604,1,0,7,7,0,0,21.5,2.3519999980926514
606,1,0,8,8,0,0,26.5,2.3519999980926514
607,5,0,12,12,1,1,21.125,2.375999927520752
613,3,1,12,12,1,1,18.75200080871582,6.751999855041504
615,3,1,11,11,1,1,20.333999633789063,4.5279998779296875
616,3,1,12,13,1,1,25.503000259399414,6.751999855041504
620,3,0,12,10,0,0,21.7549991607666,6.000999927520752
628,3,0,12,8,0,0,23.422000885009766,-2.4200000762939453
638,3,0,12,8,0,0,16.336999893188477,3.253000020980835
676,2,1,16,14,0,0,23.25,1.1660000085830688
684,3,1,16,16,0,0,23.583999633789063,2.3519999980926514
686,4,1,10,10,0,0,30.334999084472656,2.3519999980926514
688,1,0,6,6,0,0,19.499000549316406,2.3519999980926514
690,1,0,8,8,0,0,21.5,2.3519999980926514
693,2,1,13,13,0,0,21.67300033569336,2.6389999389648438
700,5,0,12,10,0,0,26.77899932861328,6.9079999923706055
702,3,1,12,12,0,0,25.5,2.3519999980926514
705,2,0,12,12,0,0,23.20599937438965,6.797999858856201
713,2,1,12,12,0,0,16.336999893188477,2.3519999980926514
716,1,1,16,16,0,0,23.503999710083008,2.3519999980926514
718,1,1,15,15,0,0,22.665000915527344,2.3519999980926514
720,1,0,12,14,0,0,22.5,-2.247999906539917
721,2,1,12,12,0,0,23.917999267578125,2.3519999980926514
725,5,1,12,12,0,0,20.170000076293945,2.3519999980926514
728,1,0,11,11,0,0,29.5,-0.8949999809265137
730,1,0,7,7,0,0,16.49799919128418,2.3519999980926514
734,2,0,12,14,0,0,30.42300033569336,5.084000110626221
740,1,0,12,16,0,0,23.41699981689453,-0.5009999871253967
748,4,0,16,15,0,0,27.499000549316406,3.253000020980835
751,1,0,16,16,0,0,23.917999267578125,-0.5009999871253967
753,3,0,11,12,0,0,26.50200080871582,-1.8339999914169312
756,3,0,11,12,0,0,28.336999893188477,-1.8339999914169312
759,4,0,15,14,0,0,23.253000259399414,10.751999855041504
763,1,0,13,9,0,0,25.749000549316406,0.6710000038146973
769,2,1,14,15,0,0,35.66899871826172,5.831999778747559
771,2,1,14,14,0,0,20,2.3519999980926514
774,1,0,13,15,0,0,26.420000076293945,0.6710000038146973
780,2,1,14,14,0,0,18.746000289916992,2.3519999980926514
786,2,0,12,11,0,0,20.356000900268555,1.3309999704360962
789,4,0,16,12,0,0,25.16900062561035,3.1679999828338623
791,1,1,11,11,0,0,25.5,2.3519999980926514
794,1,1,12,12,0,0,19.673999786376953,2.3519999980926514
798,1,0,12,10,0,0,18.893999099731445,-0.10400000214576721
807,3,1,12,12,0,0,19.167999267578125,2.3519999980926514
809,2,0,11,11,0,0,21.5,2.3519999980926514
811,1,1,6,6,0,0,29.5,2.3519999980926514
814,1,0,12,12,1,1,18.5,2.3519999980926514
818,1,0,5,5,0,0,23.499000549316406,2.3519999980926514
820,4,0,16,16,0,0,25.5,3.931999921798706
823,1,0,14,14,0,0,20.246000289916992,11.506999969482422
829,1,0,8,8,0,0,21.29800033569336,2.3519999980926514
831,1,0,17,14,0,0,28.91699981689453,6.165999889373779
840,3,0,17,15,0,0,21.16900062561035,2.9189999103546143
842,6,0,8,8,0,0,26.077999114990234,2.3519999980926514
844,3,0,13,13,0,0,21.832000732421875,0.9139999747276306
846,7,0,11,12,0,0,21.503000259399414,1.5820000171661377
852,3,1,12,12,0,0,19.086000442504883,2.3519999980926514
856,1,1,8,8,0,0,19.836000442504883,2.3519999980926514
859,5,0,8,8,0,0,24.83799934387207,2.997999906539917
863,3,0,8,14,0,0,21.7549991607666,4.579999923706055
868,1,0,3,7,0,0,34.63100051879883,-6.020999908447266
872,3,1,11,11,0,0,16.49799919128418,2.3519999980926514
875,1,1,12,12,0,0,18.496999740600586,-1.9850000143051147
877,1,1,12,12,0,0,38.415000915527344,2.3519999980926514
880,4,0,18,12,0,0,25.339000701904297,1.2510000467300415
883,1,0,5,5,0,0,15.49899959564209,2.3519999980926514
885,3,0,12,11,0,0,19.917999267578125,1.9160000085830688
887,1,0,16,16,0,0,27.253000259399414,-0.4959999918937683
895,4,0,16,16,0,0,21.91900062561035,6.921000003814697
900,2,0,4,4,1,1,19.753999710083008,16.1200008392334
902,1,0,8,8,1,1,34.5,2.3519999980926514
904,1,0,10,10,0,0,18.496999740600586,2.3519999980926514
912,1,0,9,9,0,0,19.499000549316406,2.3519999980926514
915,8,0,13,5,0,0,17.625999450683594,3.1700000762939453
917,3,0,18,18,0,0,20.49799919128418,2.3519999980926514
919,2,0,16,12,0,0,30.33300018310547,0.8569999933242798
926,3,0,10,10,1,1,24.49799919128418,2.3519999980926514
929,4,0,10,10,0,0,18.5,2.3519999980926514
931,2,0,11,11,0,0,35.499000549316406,2.3519999980926514
936,4,1,12,12,1,1,21.086999893188477,1.5880000591278076
937,4,0,12,12,0,1,19.499000549316406,1.5880000591278076
940,1,0,12,16,0,0,35.58399963378906,-1.5800000429153442
942,1,1,11,11,0,0,19.499000549316406,2.3519999980926514
947,5,1,17,16,0,0,23.253000259399414,2.078000068664551
952,5,0,13,16,0,0,21.256999969482422,0.4129999876022339
957,1,0,12,14,0,0,24.999000549316406,1.7519999742507935
960,2,0,8,12,0,0,18.83099937438965,2.8340001106262207
963,4,0,10,10,1,1,17.413000106811523,4.920000076293945
964,4,0,10,11,1,1,22.33300018310547,4.920000076293945
971,1,0,5,11,0,0,19.499000549316406,2.6500000953674316
973,2,0,5,5,0,0,34.5,2.3519999980926514
976,3,0,18,17,0,0,19.666000366210938,1.0839999914169312
979,5,0,12,12,0,0,19.08300018310547,4.334000110626221
982,2,0,12,10,0,0,22.836000442504883,-2.000999927520752
986,2,0,12,13,0,0,23.32900047302246,2.8310000896453857
987,2,0,13,13,0,0,20.49799919128418,2.8310000896453857
989,2,0,11,11,0,0,19.666000366210938,2.3519999980926514
991,5,0,7,12,0,0,24.834999084472656,2.997999906539917
996,3,0,16,13,0,0,26.253000259399414,2.9159998893737793
1002,3,0,16,16,0,0,26.916000366210938,2.4179999828338623
1005,3,0,17,16,0,0,24.125999450683594,2.7899999618530273
1008,3,1,12,12,0,0,18.75200080871582,2.3519999980926514
1010,1,1,16,12,0,0,24.003000259399414,2.3519999980926514
1012,3,0,16,16,0,0,21.5,0.16699999570846558
1015,3,0,16,13,0,0,19.666000366210938,2.9159998893737793
1021,1,0,10,10,0,0,20.183000564575195,2.3519999980926514
1024,1,0,15,15,0,0,21.49799919128418,2.3519999980926514
1031,6,0,12,16,0,0,24.75,0.5009999871253967
1053,2,0,13,10,0,0,22.083999633789063,-1.4980000257492065
1056,1,0,16,16,0,0,43.499000549316406,8.979999542236328
1060,4,0,8,8,0,0,21.00200080871582,2.3519999980926514
1061,1,0,17,16,0,0,22.50200080871582,-0.6710000038146973
1063,3,0,5,8,0,0,21.413000106811523,4.24399995803833
1066,3,0,15,12,0,0,22.916000366210938,10.166000366210938
1068,3,1,8,8,0,0,21.5,2.3519999980926514
1069,2,0,12,12,0,0,19.336999893188477,4.419000148773193
1074,6,0,8,12,0,0,29.423999786376953,13.67300033569336
1076,3,0,12,12,0,0,27.000999450683594,2.3519999980926514
1077,5,0,17,12,0,0,18.167999267578125,0.9990000128746033
1079,1,1,13,13,0,0,18.5,2.3519999980926514
1084,4,1,12,8,0,0,16.2549991607666,2.1679999828338623
1087,3,0,12,12,0,0,19.413999557495117,0.25200000405311584
1089,1,0,10,10,0,0,19.499000549316406,2.3519999980926514
1091,1,0,8,8,0,0,16.49799919128418,2.3519999980926514
1098,1,1,12,12,0,0,22.91699981689453,2.3519999980926514
1099,1,0,14,12,0,0,25.75200080871582,3.3320000171661377
1101,1,0,4,4,0,0,29.5,2.3519999980926514
1110,5,0,8,8,0,0,19.336999893188477,6.000999927520752
1112,1,0,8,11,0,0,21.54400062561035,1.7029999494552612
1115,5,1,7,10,0,0,18.086000442504883,3.000999927520752
1121,2,1,10,10,0,0,20.333999633789063,2.3519999980926514
1127,3,1,12,12,0,0,20.753000259399414,2.3519999980926514
1131,1,1,12,14,0,0,20.91699981689453,-0.25200000405311584
1133,3,1,14,12,0,0,18.496999740600586,0.640999972820282
1134,3,1,12,12,0,0,21.33099937438965,2.3519999980926514
1137,1,0,12,9,0,0,19.253000259399414,3.246999979019165
1139,4,1,16,12,0,0,21.5,1.9160000085830688
1143,1,0,10,12,0,0,29.246000289916992,3.24399995803833
1145,2,1,12,12,0,0,28.047000885009766,2.3519999980926514
1149,3,0,12,13,0,0,32.24599838256836,-2.253000020980835
1151,1,1,12,12,0,0,23.499000549316406,2.3519999980926514
1153,1,1,12,12,1,1,16.49799919128418,2.3519999980926514
1155,2,0,16,12,0,0,28.003000259399414,0.3310000002384186
1160,3,0,15,14,0,0,25.16900062561035,1.3329999446868896
1161,3,0,15,14,0,0,26.50200080871582,1.3329999446868896
1164,3,0,13,9,0,0,22.415000915527344,-0.41600000858306885
1166,2,1,16,13,0,0,21.833999633789063,4.085000038146973
1169,2,1,16,12,0,0,17.749000549316406,4.085000038146973
1172,1,0,9,9,0,0,26.582000732421875,4
1174,1,0,7,8,0,0,32.42399978637695,10.006999969482422
1176,1,0,7,7,0,0,30.5,2.3519999980926514
1178,1,0,10,10,0,0,25.5,2.3519999980926514
1180,1,0,8,8,0,0,24.49799919128418,2.3519999980926514
1184,1,0,19,19,0,0,21.5,2.3519999980926514
1186,1,1,7,7,0,0,40.49800109863281,2.3519999980926514
1188,2,1,12,12,0,0,19.003000259399414,2.3519999980926514
1191,4,0,12,12,0,0,21.582000732421875,2.000999927520752
1197,1,0,12,12,0,0,26.833999633789063,5.664999961853027
1206,3,0,5,5,0,0,17.833999633789063,3.000999927520752
1209,1,1,12,12,0,0,22.71299934387207,2.3519999980926514
1210,1,0,17,17,0,0,27.422000885009766,-1.1610000133514404
1212,1,0,4,8,0,0,19.499000549316406,2.6610000133514404
1213,3,0,16,14,0,0,20.003000259399414,14.00100040435791
1216,2,0,18,12,0,0,20.084999084472656,0.8320000171661377
1218,1,1,7,7,0,0,20.49799919128418,2.3519999980926514
1221,1,0,12,12,0,0,20.49799919128418,12
1223,9,0,13,12,0,0,21.749000549316406,2.8340001106262207
1226,1,0,13,13,0,0,21.7549991607666,2.3519999980926514
1230,4,0,11,12,0,0,17.58799934387207,0.5799999833106995
1232,1,0,5,7,0,0,17.5,-0.3610000014305115
1236,3,1,12,10,0,0,17.895000457763672,0.5009999871253967
1238,1,0,6,6,0,0,23.499000549316406,2.3519999980926514
1241,1,0,18,16,0,0,24.91699981689453,5.5
1253,1,1,9,9,0,0,17.253999710083008,5.769000053405762
1263,4,0,9,10,0,0,17.58799934387207,-0.08500000089406967
1273,3,1,12,12,0,0,19.499000549316406,2.3519999980926514
1278,1,0,14,12,0,0,23.60300064086914,2.8970000743865967
1282,2,0,16,16,0,0,22.753999710083008,1.1660000085830688
1291,3,1,12,13,0,0,21.415000915527344,6.250999927520752
1292,2,1,13,12,0,0,19.086000442504883,1.4980000257492065
1295,1,1,12,11,1,1,5.3420000076293945,19.115999221801758
1297,1,1,8,8,1,0,24.32699966430664,2.3519999980926514
1300,1,0,8,10,1,1,26.083999633789063,11.918000221252441
1308,2,0,16,12,1,1,24.003000259399414,0.07900000363588333
1317,3,0,12,12,1,1,19.917999267578125,0.746999979019165
1322,1,0,9,9,0,0,23.499000549316406,2.3519999980926514
1325,1,0,8,8,0,0,28.49799919128418,2.3519999980926514
1329,1,0,14,14,0,0,23.000999450683594,1.9359999895095825
1332,1,0,8,11,0,0,18.69099998474121,2.1440000534057617
1336,1,1,16,16,0,0,47.016998291015625,-0.035999998450279236
1339,4,1,8,10,0,0,23.167999267578125,3.253000020980835
1345,3,1,13,12,0,0,18.083999633789063,5.5
1357,5,0,16,12,0,0,23.496000289916992,0.9340000152587891
1360,5,0,16,12,0,0,21.729999542236328,2.066999912261963
1362,1,1,12,13,0,0,19.496000289916992,0.23499999940395355
1366,1,1,10,10,0,0,19.336000442504883,2.3519999980926514
1367,1,1,12,12,0,0,23.71299934387207,2.3519999980926514
1369,2,0,15,13,0,0,26.420000076293945,8.3339996337890625
1372,2,0,15,12,0,0,18.086000442504883,8.3339996337890625
1374,2,0,12,12,0,0,23.666000366210938,2.3519999980926514
1376,1,1,16,16,0,0,22.5,2.3519999980926514
1379,1,0,16,12,0,0,22.68600082397461,16.975000381469727
1381,3,0,8,10,0,0,23.499000549316406,4.396999835968018
1383,3,0,8,8,0,0,18.1299991607666,0.4410000145435333
1385,3,0,18,16,0,0,24.91699981689453,2.4179999828338623
1386,1,0,16,17,0,0,24.75,-0.9169999957084656
1388,1,0,10,10,0,0,20.49799919128418,2.3519999980926514
1399,3,0,16,16,0,0,26.334999084472656,1.503000020980835
1405,4,0,17,16,0,0,21.256999969482422,1.4950000047683716
1412,1,0,16,16,0,0,33.67300033569336,4.334000110626221
1418,6,0,3,1,0,0,18.88599967956543,7.613999843597412
1425,3,0,12,10,0,0,15.836000442504883,6.159999847412109
1426,1,0,15,9,0,0,18.000999450683594,4.245999813079834
1434,1,0,15,12,0,0,22.24799919128418,4.245999813079834
1439,1,0,6,6,0,0,38.5,2.3519999980926514
1470,4,0,12,15,0,0,21.0049991607666,2.746000051498413
1475,3,0,12,12,0,0,21.7549991607666,2.752000093460083
1477,3,0,12,14,0,0,21.503000259399414,2.1659998893737793
1483,2,0,14,13,0,0,22.582000732421875,2.0810000896453857
1486,1,1,12,11,0,0,18.023000717163086,4.485000133514404
1489,2,0,12,10,0,0,20.41900062561035,12.916999816894531
1491,1,1,10,10,0,0,23.24799919128418,2.3519999980926514
1493,1,1,18,18,0,0,24.49799919128418,2.3519999980926514
1495,1,0,3,3,0,0,27.499000549316406,2.3519999980926514
1500,2,0,14,14,0,0,21.541000366210938,2.8340001106262207
1506,1,0,16,13,0,0,30.086000442504883,1.1690000295639038
1509,3,0,10,17,0,0,31.836000442504883,0.5040000081062317
1511,1,0,16,16,0,0,25.5,2.3519999980926514
1514,3,0,12,12,0,0,19.666000366210938,2.8359999656677246
1519,2,0,17,14,0,0,26.66699981689453,-0.5830000042915344
1520,2,0,17,17,0,0,26.083999633789063,-0.5830000042915344
1522,1,0,14,12,0,0,26.66699981689453,4.166999816894531
1528,3,0,12,15,0,0,24.416000366210938,2.3350000381469727
1534,2,0,8,8,0,0,29.29199981689453,-0.753000020980835
1536,3,0,9,9,0,0,27.917999267578125,2.3519999980926514
1539,4,0,15,12,0,0,19.41699981689453,4.922999858856201
1546,3,1,16,16,0,0,29.711000442504883,2.3519999980926514
1555,2,1,12,12,0,0,25.415000915527344,1.4429999589920044
1589,3,1,13,12,0,0,27.420000076293945,7.420000076293945
1596,1,1,16,16,0,0,25.131000518798828,2.3519999980926514
1599,4,0,18,17,0,0,26.66900062561035,4.334000110626221
1603,1,0,10,13,0,1,25.426000595092773,-1.246000051498413
1609,1,1,16,16,0,0,18.329999923706055,2.3519999980926514
1611,7,0,11,8,0,0,22.5,1.9930000305175781
1624,2,0,13,12,0,0,28.503999710083008,2.6610000133514404
1632,1,0,17,12,0,0,29.086999893188477,1.8320000171661377
1634,3,1,12,14,0,0,21.503000259399414,1.2730000019073486
1648,1,0,14,16,0,0,30.33799934387207,10.74899959564209
1657,1,1,15,10,0,0,21.584999084472656,3.5810000896453857
1661,1,0,16,16,0,0,24.788999557495117,0.12300000339746475
1668,1,1,10,10,0,0,16.413000106811523,2.3519999980926514
1670,1,0,9,9,0,0,36.49800109863281,0.6790000200271606
1685,3,0,15,16,0,0,16.500999450683594,-0.5040000081062317
1690,2,0,12,13,0,0,18.584999084472656,-0.746999979019165
1693,1,1,18,15,0,0,19.170000076293945,11.227999687194824
1695,1,0,6,6,0,0,22.5,11.04699993133545
1697,3,0,16,16,0,0,26.42300033569336,-1.1610000133514404
1701,5,0,12,14,0,0,21.16900062561035,1.0839999914169312
1704,1,1,5,5,0,0,26.045000076293945,2.3519999980926514
1707,5,0,14,12,0,0,19.25,2.5869998931884766
1709,4,0,10,12,0,0,18.582000732421875,-0.9990000128746033
1713,5,0,12,12,0,0,20.292999267578125,1.7079999446868896
1715,1,0,9,9,0,0,19.499000549316406,2.3519999980926514
1717,3,1,14,14,0,0,20.459999084472656,2.3519999980926514
1720,4,1,16,11,0,0,19.003000259399414,8.496000289916992
1724,2,1,10,10,0,0,25.66200065612793,2.3519999980926514
1726,1,0,13,13,0,0,24.665000915527344,2.3519999980926514
1736,3,0,12,16,0,0,22.836000442504883,-0.5860000252723694
1745,1,0,10,17,0,0,20.249000549316406,-2.4179999828338623
1749,2,0,14,12,0,0,22.000999450683594,-1.8320000171661377
1754,1,0,12,13,0,0,29.7549991607666,3.8380000591278076
1758,5,1,16,16,0,0,22.749000549316406,2.3519999980926514
1760,6,1,12,12,0,0,19.499000549316406,2.3519999980926514
1769,3,0,12,12,0,0,20.08799934387207,0.5799999833106995
1778,1,0,13,16,0,0,27.583999633789063,6.585000038146973
1781,1,0,11,12,0,0,19.499000549316406,3.061000108718872
1783,1,0,8,12,0,0,18.5,0.06800000369548798
1787,3,1,17,17,0,0,21.42099952697754,3.0829999446868896
1789,4,0,12,12,0,0,18.083999633789063,7.085999965667725
1791,5,0,8,11,0,0,20.08799934387207,2.0859999656677246
1795,2,1,12,12,0,0,21.0049991607666,6.803999900817871
1798,3,0,12,14,0,0,21.250999450683594,2.1659998893737793
1805,1,1,12,12,0,0,21.08300018310547,2.3519999980926514
1813,4,1,12,12,0,0,22.833999633789063,2.3519999980926514
1814,1,0,8,13,0,0,30.99799919128418,-0.3370000123977661
1817,7,0,11,6,0,0,17.72800064086914,16.013999938964844
1820,2,0,16,16,0,0,21.250999450683594,6.248000144958496
1826,3,0,12,12,0,0,18.83099937438965,2.997999906539917
1835,1,0,12,12,0,0,14.5,2.3519999980926514
1837,1,0,10,10,0,0,19.499000549316406,2.3519999980926514
1841,3,0,12,8,0,0,29.91900062561035,-2.3329999446868896
1843,1,1,14,14,0,0,31.499000549316406,2.3519999980926514
1846,1,0,10,10,0,0,18.5,2.3519999980926514
1852,3,1,12,14,0,0,22.836000442504883,2.749000072479248
1853,3,0,15,15,0,0,24.422000885009766,0.32899999618530273
1861,1,0,16,10,0,0,24.999000549316406,0
1867,1,0,8,12,0,0,20.667999267578125,1.253999948501587
1868,1,0,8,11,0,0,34.24800109863281,1.7489999532699585
1870,2,1,12,12,0,0,20.416000366210938,2.8310000896453857
1872,2,0,8,8,0,0,19.499000549316406,2.3519999980926514
1877,1,0,12,10,0,0,19.937000274658203,3.000999927520752
