url,id,name,gender,culture,spouse,alias_length,alias_names,has_spouse,birth_year,death_year,birth_place,death_place,is_alive,age
https://anapioficeandfire.com/api/characters/37,37,Aegon Frey,Male,NA,NA,1,Aegon Bloodborn,FALSE,253,NA,NA,NA,TRUE,47
https://anapioficeandfire.com/api/characters/38,38,Aegon I,Male,NA,https://anapioficeandfire.com/api/characters/2071,3,Aegon the Conqueror; Aegon the Dragon; Aegon the Dragonlord,TRUE,-27,37,Dragonstone,Dragonstone,FALSE,64
https://anapioficeandfire.com/api/characters/39,39,Aegon II,Male,NA,https://anapioficeandfire.com/api/characters/488,2,Aegon the Elder; Aegon the Usurper,TRUE,107,131,King's Landing,King's Landing,FALSE,24
https://anapioficeandfire.com/api/characters/40,40,Aegon III,Male,Valyrian,https://anapioficeandfire.com/api/characters/1527,4,Aegon the Younger; Aegon the Dragonbane; Aegon the Unlucky; The Broken King,TRUE,120,157,Dragonstone,King's Landing,FALSE,37
https://anapioficeandfire.com/api/characters/41,41,Aegon IV,Male,NA,https://anapioficeandfire.com/api/characters/779,1,Aegon the Unworthy,TRUE,135,184,King's Landing,King's Landing,FALSE,49
https://anapioficeandfire.com/api/characters/42,42,Aegon Targaryen,Male,Valyrian,NA,1,Young Griff,FALSE,281,283,Dragonstone,King's Landing,FALSE,2
https://anapioficeandfire.com/api/characters/43,43,Aegon Targaryen,Male,Valyrian,https://anapioficeandfire.com/api/characters/873,1,,TRUE,26,43,NA,Gods Eye,FALSE,17
https://anapioficeandfire.com/api/characters/44,44,Aegon Targaryen,Male,Valyrian,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/45,45,Aegon Targaryen,Male,Valyrian,NA,1,,FALSE,50,NA,NA,NA,FALSE,NA
https://anapioficeandfire.com/api/characters/46,46,Aegon V,Male,NA,https://anapioficeandfire.com/api/characters/195,3,Aegon the Unlikely; Aegon the Fortunate; The Prince Who Was An Eggg,TRUE,200,259,King's Landing,Summerhall,FALSE,59
https://anapioficeandfire.com/api/characters/47,47,Aegor Rivers,Male,NA,https://anapioficeandfire.com/api/characters/226,1,Bittersteel,TRUE,172,241,NA,The Disputed Lands,FALSE,69
https://anapioficeandfire.com/api/characters/48,48,Aelinor Penrose,Female,Valyrian,https://anapioficeandfire.com/api/characters/61,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/49,49,Aemma Arryn,Female,NA,https://anapioficeandfire.com/api/characters/1076,1,,TRUE,82,105,NA,NA,FALSE,23
https://anapioficeandfire.com/api/characters/50,50,Aemon Blackfyre,Male,Valyrian,NA,1,,FALSE,184,196,NA,Redgrass Field,FALSE,12
https://anapioficeandfire.com/api/characters/51,51,Aemon Costayne,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/52,52,Aemon Estermont,Male,Stormlands,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/53,53,Aemon Rivers,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/54,54,Aemon Targaryen,Male,Valyrian,NA,3,Aemon Targaryen; Maester Aemon; Uncle Maester,FALSE,198,300,King's Landing,"The Cinnamon Wind, Off The Coast Of Dorne, At The Summer Sea",FALSE,102
https://anapioficeandfire.com/api/characters/55,55,Aemond Targaryen,Male,Valyrian,NA,1,Aemond One-Eye Aemond the Kinslayer,FALSE,110,130,NA,The Gods Eye,FALSE,20
https://anapioficeandfire.com/api/characters/56,56,Aenys Frey,Male,NA,https://anapioficeandfire.com/api/characters/1045,1,,TRUE,240,300,NA,Winterfell,FALSE,60
https://anapioficeandfire.com/api/characters/57,57,Aenys I,Male,NA,https://anapioficeandfire.com/api/characters/110,1,,TRUE,7,42,Dragonstone,Dragonstone,FALSE,35
https://anapioficeandfire.com/api/characters/58,58,Aerion Targaryen,Male,Valyrian,https://anapioficeandfire.com/api/characters/272,4,Brightflame; Aerion the Monstrous; The Bright Prince; The Prince Who Thought He Was a Dragon,TRUE,191,232,NA,NA,FALSE,41
https://anapioficeandfire.com/api/characters/59,59,Aerion Targaryen,Male,Valyrian,https://anapioficeandfire.com/api/characters/1070,1,,TRUE,NA,NA,Dragonstone,Dragonstone,FALSE,NA
https://anapioficeandfire.com/api/characters/60,60,Aeron Greyjoy,Male,Ironborn,NA,2,The Damphair; Aeron Damphair,FALSE,269,NA,Pyke,NA,TRUE,31
https://anapioficeandfire.com/api/characters/61,61,Aerys I,Male,NA,https://anapioficeandfire.com/api/characters/48,1,,TRUE,172,221,King's Landing,NA,FALSE,49
https://anapioficeandfire.com/api/characters/62,62,Aerys II,Male,NA,https://anapioficeandfire.com/api/characters/869,2,The Mad King; King Scab,TRUE,244,283,King's Landing,The Red Keep In King's Landing,FALSE,39
https://anapioficeandfire.com/api/characters/63,63,Aglantine,Female,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/64,64,Aladale Wynch,Male,Ironborn,NA,1,,FALSE,NA,300,NA,Bridge Of Skulls,FALSE,NA
https://anapioficeandfire.com/api/characters/65,65,Alan,Male,NA,NA,2,Alan o' the Oak; The Blind Bowman,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/66,66,Alannys Harlaw,Female,Ironborn,https://anapioficeandfire.com/api/characters/12,1,Lanny,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/67,67,Albar Royce,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/68,68,Alekyne Florent,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/69,69,Alerie Hightower,Female,NA,https://anapioficeandfire.com/api/characters/691,1,,TRUE,257,NA,Oldtown,NA,TRUE,43
https://anapioficeandfire.com/api/characters/70,70,Alesander Frey,Male,NA,NA,1,,FALSE,265,NA,NA,NA,TRUE,35
https://anapioficeandfire.com/api/characters/71,71,Alesander Staedmon,Male,NA,NA,1,the Pennylover,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/72,72,Alester Florent,Male,NA,https://anapioficeandfire.com/api/characters/738,1,,TRUE,NA,300,Brightwater Keep,Dragonstone,FALSE,NA
https://anapioficeandfire.com/api/characters/73,73,Alester Norcross,Male,NA,NA,1,,FALSE,290,NA,NA,NA,TRUE,10
https://anapioficeandfire.com/api/characters/74,74,Alester Oakheart,Male,NA,NA,1,,FALSE,NA,NA,NA,Prince's Pass,FALSE,NA
https://anapioficeandfire.com/api/characters/75,75,Alester Tyrell,Male,Andal,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/76,76,Alicent Hightower,Female,NA,https://anapioficeandfire.com/api/characters/1076,1,,TRUE,88,133,NA,NA,FALSE,45
https://anapioficeandfire.com/api/characters/77,77,Alla Tyrell,Female,NA,NA,1,,FALSE,286,NA,NA,NA,TRUE,14
https://anapioficeandfire.com/api/characters/78,78,Allar Deem,Male,NA,NA,1,,FALSE,NA,299,NA,The Narrow Sea,FALSE,NA
https://anapioficeandfire.com/api/characters/79,79,Alliser Thorne,Male,NA,NA,1,,FALSE,248,NA,NA,NA,TRUE,52
https://anapioficeandfire.com/api/characters/80,80,Allyria Dayne,Female,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/81,81,Alyce Graceford,Female,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/82,82,Alyn Ambrose,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/83,83,Alyn Cockshaw,Male,NA,NA,1,,FALSE,NA,211,NA,Whitewalls,FALSE,NA
https://anapioficeandfire.com/api/characters/84,84,Alyn Connington,Male,NA,NA,1,The Pale Griffin,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/85,85,Alyn Estermont,Male,Stormlands,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/86,86,Alyn Frey,Male,NA,NA,1,,FALSE,295,NA,NA,NA,TRUE,5
https://anapioficeandfire.com/api/characters/87,87,Alyn Haigh,Male,NA,NA,1,,FALSE,256,NA,NA,NA,TRUE,44
https://anapioficeandfire.com/api/characters/88,88,Alyn Hunt,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/89,89,Alyn Stackspear,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/90,90,Alyn Tarbeck,Male,NA,https://anapioficeandfire.com/api/characters/560,1,,TRUE,NA,43,NA,Gods Eye,FALSE,NA
https://anapioficeandfire.com/api/characters/91,91,Alyn Velaryon,Male,Valyrian,https://anapioficeandfire.com/api/characters/154,3,Alyn of Hull; The Oakenfist; Lord Oakenfist,TRUE,115,171,"Hull, Driftmark",Sea,FALSE,56
https://anapioficeandfire.com/api/characters/92,92,Alys Arryn,Female,NA,https://anapioficeandfire.com/api/characters/373,1,,TRUE,218,NA,NA,NA,TRUE,82
https://anapioficeandfire.com/api/characters/93,93,Alys Arryn,Female,NA,https://anapioficeandfire.com/api/characters/868,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/94,94,Alys Beesbury,Female,NA,https://anapioficeandfire.com/api/characters/624,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/95,95,Alys Frey,Female,NA,https://anapioficeandfire.com/api/characters/535,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/96,96,Alys Karstark,Female,Northmen,https://anapioficeandfire.com/api/characters/980,1,,TRUE,284,NA,Karhold,NA,TRUE,16
https://anapioficeandfire.com/api/characters/97,97,Alys Karstark,Female,Northmen,https://anapioficeandfire.com/api/characters/207,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/98,98,Alys Karstark,Female,Northmen,https://anapioficeandfire.com/api/characters/143,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/99,99,Alysane Mormont,Female,Northmen,NA,1,The Young She-Bear,FALSE,273,NA,NA,NA,TRUE,27
https://anapioficeandfire.com/api/characters/100,100,Alysanne Bulwer,Female,NA,NA,1,,FALSE,291,NA,NA,NA,TRUE,9
https://anapioficeandfire.com/api/characters/101,101,Alysanne Farman,Female,NA,https://anapioficeandfire.com/api/characters/422,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/102,102,Alysanne Hightower,Female,NA,https://anapioficeandfire.com/api/characters/141,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/103,103,Alysanne Lefford,Female,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/104,104,Alysanne Osgrey,Female,NA,NA,1,,FALSE,188,209,NA,King's Landing,FALSE,21
https://anapioficeandfire.com/api/characters/105,105,Alysanne Targaryen,Female,NA,https://anapioficeandfire.com/api/characters/526,1,Good Queen Alysanne,TRUE,36,99,NA,NA,FALSE,63
https://anapioficeandfire.com/api/characters/106,106,Alysanne Tarth,Female,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/107,107,Alyssa Arryn,Female,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/108,108,Alyssa Blackwood,Female,NA,https://anapioficeandfire.com/api/characters/1093,1,,TRUE,253,269,NA,NA,FALSE,16
https://anapioficeandfire.com/api/characters/109,109,Alyssa Targaryen,Female,Valyrian,https://anapioficeandfire.com/api/characters/157,1,,TRUE,51,NA,NA,NA,FALSE,NA
https://anapioficeandfire.com/api/characters/110,110,Alyssa Velaryon,Female,Valyrian,https://anapioficeandfire.com/api/characters/57,1,,TRUE,7,NA,NA,NA,FALSE,NA
https://anapioficeandfire.com/api/characters/111,111,Alyx Frey,Female,NA,NA,1,,FALSE,282,NA,NA,NA,TRUE,18
https://anapioficeandfire.com/api/characters/112,112,Amarei Crakehall,Female,NA,https://anapioficeandfire.com/api/characters/1093,1,,TRUE,245,264,NA,NA,FALSE,19
https://anapioficeandfire.com/api/characters/113,113,Ambrose Butterwell,Male,NA,https://anapioficeandfire.com/api/characters/2054,3,Old Milkblood; The lord of cows; Lord Butterbutt,TRUE,160,NA,NA,NA,FALSE,NA
https://anapioficeandfire.com/api/characters/114,114,Amerei Frey,Female,NA,https://anapioficeandfire.com/api/characters/1799,1,Gatehouse Ami,TRUE,282,NA,NA,NA,TRUE,18
https://anapioficeandfire.com/api/characters/115,115,Amory Lorch,Male,NA,NA,1,The Manticore,FALSE,NA,299,NA,Harrenhal,FALSE,NA
https://anapioficeandfire.com/api/characters/116,116,Andar Royce,Male,Valemen,NA,1,,FALSE,NA,NA,Runestone,NA,NA,NA
https://anapioficeandfire.com/api/characters/117,117,Anders Yronwood,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/118,118,Andrew Estermont,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/119,119,Andrey Charlton,Male,NA,NA,1,,FALSE,NA,299,NA,The Riverlands,FALSE,NA
https://anapioficeandfire.com/api/characters/120,120,Andros Brax,Male,NA,NA,1,,FALSE,NA,298,NA,Riverrun,FALSE,NA
https://anapioficeandfire.com/api/characters/121,121,Androw Ashford,Male,Reach,NA,1,,FALSE,NA,NA,Ashford,NA,NA,NA
https://anapioficeandfire.com/api/characters/122,122,Androw Frey,Male,NA,NA,1,,FALSE,295,NA,NA,NA,TRUE,5
https://anapioficeandfire.com/api/characters/123,123,Annara Farring,Female,NA,https://anapioficeandfire.com/api/characters/1093,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/124,124,Antario Jast,Male,NA,https://anapioficeandfire.com/api/characters/616,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/125,125,Anya Waynwood,Female,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/126,126,Archibald Yronwood,Male,NA,NA,2,Big Man; Ser Greenguts,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/127,127,Ardrian Celtigar,Male,NA,NA,1,the Red Crab,FALSE,229,NA,NA,NA,TRUE,71
https://anapioficeandfire.com/api/characters/128,128,Argella Durrandon,Female,NA,https://anapioficeandfire.com/api/characters/797,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/129,129,Argilac Durrandon,Male,NA,NA,1,Argilac the Arrogant,FALSE,NA,-2,NA,South Of Bronzegate In The Last Storm,FALSE,NA
https://anapioficeandfire.com/api/characters/130,130,Arianne Martell,Female,Dornish,NA,1,,FALSE,276,NA,Sunspear,NA,TRUE,24
https://anapioficeandfire.com/api/characters/131,131,Arianne Tarth,Female,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/132,132,Arlan of Pennytree,Male,NA,NA,1,,FALSE,149,209,Pennytree,The Reach,FALSE,60
https://anapioficeandfire.com/api/characters/133,133,Armond Caswell,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/134,134,Arnolf Karstark,Male,Northmen,NA,1,Lord Arnolf,FALSE,NA,NA,Karhold,NA,NA,NA
https://anapioficeandfire.com/api/characters/135,135,Aron Santagar,Male,Dornish,NA,1,,FALSE,NA,299,NA,King's Landing,FALSE,NA
https://anapioficeandfire.com/api/characters/136,136,Arra Norrey,Female,Northern mountain clans,https://anapioficeandfire.com/api/characters/259,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/137,137,Arrec Durrandon,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/138,138,Arron Qorgyle,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/139,139,Arstan Selmy,Male,Westeros,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/140,140,Arthor Karstark,Male,Northmen,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/141,141,Arthur Ambrose,Male,NA,https://anapioficeandfire.com/api/characters/102,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/142,142,Arthur Dayne,Male,NA,NA,1,,FALSE,NA,283,NA,The Tower Of Joy,FALSE,NA
https://anapioficeandfire.com/api/characters/143,143,Artos Stark,Male,Northmen,https://anapioficeandfire.com/api/characters/98,1,Artos the Implacable,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/144,144,Artys I Arryn,Male,Andal,NA,2,Falcon Knight; Winged Knight,FALSE,NA,NA,Giant's Lance,NA,NA,NA
https://anapioficeandfire.com/api/characters/145,145,Arwood Frey,Male,NA,https://anapioficeandfire.com/api/characters/948,1,,TRUE,263,NA,NA,NA,TRUE,37
https://anapioficeandfire.com/api/characters/146,146,Arwyn Frey,Female,NA,NA,1,,FALSE,285,NA,NA,NA,TRUE,15
https://anapioficeandfire.com/api/characters/147,147,Arwyn Oakheart,Female,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/148,148,Arya Stark,Female,Northmen,NA,16,Arya Horseface; Arya Underfoot; Arry; Lumpyface; Lumpyhead; Stickboy; Weasel; Nymeria; Squan; Saltb; Cat of the Canaly; Bets; The Blind Girh; The Ugly Little Girl; Mercedenl; Mercye,FALSE,289,NA,Winterfell,NA,TRUE,11
https://anapioficeandfire.com/api/characters/149,149,Arys Oakheart,Male,Reach,NA,1,,FALSE,NA,300,Old Oak,The Greenblood,FALSE,NA
https://anapioficeandfire.com/api/characters/150,150,Asha Greyjoy,Female,Ironborn,https://anapioficeandfire.com/api/characters/1372,2,Esgred; The Kraken's Daughter,TRUE,275,NA,Pyke,NA,TRUE,25
https://anapioficeandfire.com/api/characters/151,151,Ashara Dayne,Female,NA,NA,1,,FALSE,NA,283,NA,Starfall,FALSE,NA
https://anapioficeandfire.com/api/characters/152,152,Aubrey Ambrose,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/153,153,Axell Florent,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/154,154,Baela Targaryen,Female,Valyrian,https://anapioficeandfire.com/api/characters/91,1,,TRUE,116,NA,Pentos,NA,FALSE,NA
https://anapioficeandfire.com/api/characters/155,155,Baelon Targaryen,Male,Valyrian,NA,1,,FALSE,NA,NA,Dragonstone,NA,NA,NA
https://anapioficeandfire.com/api/characters/156,156,Baelon Targaryen,Male,Valyrian,NA,1,Heir for a Day,FALSE,105,105,King's Landing,King's Landing,FALSE,0
https://anapioficeandfire.com/api/characters/157,157,Baelon Targaryen,Male,Valyrian,https://anapioficeandfire.com/api/characters/109,2,Baelon the Brave; The Spring Prince,TRUE,53,101,NA,NA,FALSE,48
https://anapioficeandfire.com/api/characters/158,158,Baelor Blacktyde,Male,Ironborn,NA,1,,FALSE,NA,300,NA,Old Wyk,FALSE,NA
https://anapioficeandfire.com/api/characters/159,159,Baelor Hightower,Male,NA,https://anapioficeandfire.com/api/characters/880,2,Baelor Brightsmile; Baelor Breakwind,TRUE,NA,NA,Oldtown,NA,NA,NA
https://anapioficeandfire.com/api/characters/160,160,Baelor I,Male,NA,https://anapioficeandfire.com/api/characters/270,3,Baelor the Beloved; Baelor the Blessed; Baelor the Befuddled,TRUE,144,171,King's Landing,King's Landing,FALSE,27
https://anapioficeandfire.com/api/characters/161,161,Baelor Targaryen,Male,NA,https://anapioficeandfire.com/api/characters/546,2,Baelor Breakspear; The Hammer,TRUE,170,209,NA,Ashford,FALSE,39
https://anapioficeandfire.com/api/characters/162,162,Balman Byrch,Male,NA,https://anapioficeandfire.com/api/characters/392,1,,TRUE,NA,300,NA,Stokeworth,FALSE,NA
https://anapioficeandfire.com/api/characters/163,163,Balon Botley,Male,Ironborn,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/164,164,Balon Swann,Male,Stormlands,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/165,165,Barba Bracken,Female,NA,NA,1,,FALSE,155,NA,NA,NA,FALSE,NA
https://anapioficeandfire.com/api/characters/166,166,Barbrey Dustin,Female,Northmen,https://anapioficeandfire.com/api/characters/1110,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/167,167,Barre,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/168,168,Barristan Selmy,Male,Westeros,NA,5,Barristan the Bold; Arstan Whitebeard; Ser Grandfather; Barristan the Old; Old Ser,FALSE,237,NA,NA,NA,TRUE,63
https://anapioficeandfire.com/api/characters/169,169,Barth,Male,NA,NA,1,,FALSE,NA,99,NA,NA,FALSE,NA
https://anapioficeandfire.com/api/characters/170,170,Barthogan Stark,Male,Northmen,NA,1,Barth Blacksword,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/171,171,Bass,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/172,172,Bayard Norcross,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/173,173,Bellena Hawick,Female,NA,https://anapioficeandfire.com/api/characters/501,1,,TRUE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/174,174,Ben Bushy,Male,NA,NA,1,Big Ben,FALSE,NA,299,NA,The Blackwater Rush,FALSE,NA
https://anapioficeandfire.com/api/characters/175,175,Ben Plumm,Male,NA,NA,1,Brown Ben Plumm,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/176,176,Benedar Belmore,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
https://anapioficeandfire.com/api/characters/177,177,Benedict Broom,Male,NA,NA,1,,FALSE,NA,NA,NA,NA,NA,NA
